151 .\SOUND\SYTHDEA1.WAV 1 1 0 0
152 .\SOUND\SYTHDEA2.WAV 1 1 0 0
153 .\SOUND\TROPDEA.WAV 2 1 0 0
154 .\SOUND\TROPDEA1.WAV 2 1 0 0
155 .\SOUND\EXPLO1.WAV  2 1 0 0
156 .\SOUND\EXPLO2.WAV  2 1 0 0
157 .\SOUND\EXPLO3.WAV  2 1 0 0
158 .\SOUND\CYACK1.WAV  1 1 0 0
159 .\SOUND\CYACK2.WAV 1 1 0 0
160 .\SOUND\CYACK3.WAV 1 1 0 0
161 .\SOUND\CYACK4.WAV 1 1 0 0
162 .\SOUND\CYSEL1.WAV 1 1 0 0
163 .\SOUND\CYSEL2.WAV 1 1 0 0
164 .\SOUND\CYSEL3.WAV 1 1 0 0
165 .\SOUND\CYDEA.WAV 2 1 0 0
166 .\SOUND\TRP1WEAU.WAV  1 1 0 0
167 .\SOUND\TRP2WEAU.WAV  1 1 0 0
168 .\SOUND\TRPWEAU.WAV  1 1 0 0
169 .\SOUND\RNATWEA.WAV  2 1 -600 0
170 .\SOUND\RNATWEA1.WAV 2 1 -600 0
171 .\SOUND\SPIDWEA.WAV  2 1 -600 0
172 .\SOUND\SPIDWEA1.WAV 2 1 -600 0
173 .\SOUND\CY2NDFI.WAV  2 1 0 0
174 .\SOUND\PSY2NDFI.WAV 2 1 0 0
175 .\SOUND\CYDPLY2.WAV  1 1 0 0
176 .\SOUND\PSYDPLY.WAV  1 1 0 0
177 .\SOUND\MECHWEA3.WAV 1 1 0 0
178 .\SOUND\SALWEA.WAV   2 1 -600 0
179 .\SOUND\SALWEA1.WAV  2 1 -600 0
180 .\SOUND\OWL.WAV      2 1 -600 0
181 .\SOUND\MONK.WAV     2 1 -600 0
182 .\SOUND\GRUBWEA1.WAV 2 1 0 0
183 .\SOUND\ERUPT.WAV    1 1 0 0
184 .\SOUND\A51.WAV      3 1 0 0
185 .\SOUND\ORTU2ACK.WAV 1 1 0 0
186 .\SOUND\ACTIVE.WAV   6 1 -600 0
187 .\SOUND\MSG.WAV    1 1 0 0
188 .\SOUND\CMNDACK1.WAV 1 1 0 0
189 .\SOUND\CMNDACK2.WAV 1 1 0 0
190 .\SOUND\CMNDACK3.WAV 1 1 0 0
191 .\SOUND\CMNDACK.WAV  1 1 0 0
192 .\SOUND\CMNDSEL.WAV  1 1 0 0
193 .\SOUND\CMNDSEL1.WAV 1 1 0 0
194 .\SOUND\CMNDDPLY.WAV 1 1 0 0
195 .\SOUND\CMND2NDF.WAV 1 1 0 0
196 .\SOUND\GCACK.WAV    1 1 0 0
197 .\SOUND\GCACK1.WAV   1 1 0 0
198 .\SOUND\GCACK2.WAV   1 1 0 0
199 .\SOUND\GCACK3.WAV   1 1 0 0
*
